Secteur,Nom,Date création,Adresse,Code postal,Ville,Département,Téléphone,Email,Site web,SIREN,NAF
Coiffure,OPHELIE FAUVARQUE (O.STUDIO),2026-03-01,9 AVENUE DE LA COTE VERMEILLE 66600 RIVESALTES,66600,RIVESALTES,66,,,,101083632,96.02A
Coiffure,DOMINIQUE ROBIN (ROBIN STUDIO PRIVE),2026-03-01,CASES DE PENE 9 PLACE DE LA REPUBLIQUE 66600 CASES-DE-PENE,66600,CASES-DE-PENE,66,,,,101258721,96.02A
Soins de beauté / esthétique,LISA POLO (L'ATELIER ELEGANCE BY LISA),2026-03-01,1 B RUE DES ECOLES 66320 VINCA,66320,VINCA,66,,,,102223039,96.02B
"Entretien corporel (spa, hammam...)",BRIGITTE ASSOMO NGOUYAMSA (O'BIEN-ETRE),2026-03-01,3 AVENUE DE LA MASSANE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,101704278,96.04Z
Coiffure,SAS L'INSTANT BEAUTE D'ENAIS,2026-02-25,1 RUE PASTEUR 66390 BAIXAS,66390,BAIXAS,66,,,,101921328,96.02A
"Entretien corporel (spa, hammam...)",COLOMBE COURTES (JOUISSANCES),2026-02-23,52 RUE NEUVE 66610 VILLENEUVE-LA-RIVIERE,66610,VILLENEUVE-LA-RIVIERE,66,,,,101591733,96.04Z
"Entretien corporel (spa, hammam...)",TROPICAL PARADISE (TROPICAL PARADISE),2026-02-11,15 ALLEE JULES AROLES 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,101434702,96.04Z
"Entretien corporel (spa, hammam...)",REVOL SIGNATURE,2026-02-10,7 BOULEVARD FRANCOIS DESNOYER 66750 SAINT-CYPRIEN,66750,SAINT-CYPRIEN,66,,,,101065183,96.04Z
"Entretien corporel (spa, hammam...)",CELINE CASANOVA,2026-02-01,12 RUE DU BOSQUET 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,100655521,96.04Z
Soins de beauté / esthétique,ELODIE RICART (ELODIE RICART ARTISTE MAQUILLEUSE),2026-01-28,10 RUE PIERRE LEFRANC 66600 ESPIRA-DE-L'AGLY,66600,ESPIRA-DE-L'AGLY,66,,,,100420769,96.02B
Soins de beauté / esthétique,MANON LAMAISOUNOUVE (INSTITUT BY MANON),2026-01-05,5 B AVENUE GENERAL GILLES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,999340615,96.02B
Coiffure,BICH CADAERT (NGUYYN NHA) (L'ATELIER DE BICH),2026-01-01,28 RUE EDOUARD BOURDET 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,999070436,96.02A
Soins de beauté / esthétique,ISABELLE FANET,2026-01-01,PERPIGNAN 7 PLACE PAUL BERT 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,995171816,96.02B
Soins de beauté / esthétique,FLEURINE BARGAT (BROWS BY FLEUR),2025-12-01,18 AVENUE D'ELNE 66200 LATOUR-BAS-ELNE,66200,LATOUR-BAS-ELNE,66,,,,103682738,96.02B
Soins de beauté / esthétique,BELLES DU SUD,2025-11-06,2 RUE DU MAS D'EU 66300 VILLEMOLAQUE,66300,VILLEMOLAQUE,66,,,,993619055,96.02B
Soins de beauté / esthétique,CM ESTHETIC,2025-10-09,40 CHEMIN DES LUCIOLES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,992808881,96.02B
"Entretien corporel (spa, hammam...)",MARIE DECRON (ENERGIE DE MARIE),2025-10-01,300 AVENUE MARECHAL JOFFRE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,991575358,96.04Z
"Entretien corporel (spa, hammam...)",SARAH BOCQUET (DELGADO) (CŒUR EN MAINS),2025-09-22,31 RUE JULES MICHELET 66750 SAINT-CYPRIEN,66750,SAINT-CYPRIEN,66,,,,991922204,96.04Z
Soins de beauté / esthétique,LAURA MUNHOZ (MUNHOZ) (LAU ESTHETIQUE),2025-09-11,7 CARRER D'EN BARROCA 66170 SAINT-FELIU-D'AVALL,66170,SAINT-FELIU-D'AVALL,66,,,,991223645,96.02B
Soins de beauté / esthétique,ENOLA MOSNY (ENAILZ),2025-09-01,1 PLACE DES PALMIERS 66680 CANOHES,66680,CANOHES,66,,,,990522351,96.02B
"Entretien corporel (spa, hammam...)",RELAXEA,2025-09-01,19 RUE DES CHARDONNERETS 66740 LAROQUE-DES-ALBERES,66740,LAROQUE-DES-ALBERES,66,,,,989514526,96.04Z
Soins de beauté / esthétique,CHLOE LEGRAND (L'ATELIER DE CLO),2025-08-29,33 AVENUE MARECHAL FOCH 66250 SAINT-LAURENT-DE-LA-SALANQUE,66250,SAINT-LAURENT-DE-LA-SALANQUE,66,,,,990739096,96.02B
Soins de beauté / esthétique,MELANIE SEGUELA,2025-08-21,2 RUE DE LA LIBERATION 66740 SAINT-GENIS-DES-FONTAINES,66740,SAINT-GENIS-DES-FONTAINES,66,,,,990472763,96.02B
Soins de beauté / esthétique,MALVYNA PINTO (MALVY'NAILS),2025-08-18,8 IMPASSE DE FONTFREDE 66300 BANYULS-DELS-ASPRES,66300,BANYULS-DELS-ASPRES,66,,,,990394637,96.02B
Soins de beauté / esthétique,BERENICE CLAUDE (B & BEAUTY),2025-08-06,15 RUE DE LA REPUBLIQUE 66300 THUIR,66300,THUIR,66,,,,989715545,96.02B
Soins de beauté / esthétique,MAHINA (NOELIA),2025-07-28,RESIDENCE LE CHAI 17 ROUTE DE SALEILLES 66200 THEZA,66200,THEZA,66,,,,989765870,96.02B
Coiffure,LIBRE COURS,2025-07-09,3 CARRER PAU CASALS 66300 SAINTE-COLOMBE-DE-LA-COMMANDERIE,66300,SAINTE-COLOMBE-DE-LA-COMMANDERIE,66,,,,989062252,96.02A
Coiffure,HANAKAMI HEAD SPA (HANAKAMI HEAD SPA),2025-07-01,4 RUE PERE VERDAGUER 66680 CANOHES,66680,CANOHES,66,,,,943714493,96.02A
Soins de beauté / esthétique,JULIETTE AMBROS (AMBROS),2025-07-01,13 RUE DES ORANGERS 66470 SAINTE-MARIE-LA-MER,66470,SAINTE-MARIE-LA-MER,66,,,,944664838,96.02B
Soins de beauté / esthétique,JULIE SOLDEVILA (ML BEAUTY),2025-07-01,40 RUE JEAN TORRENT 66600 SALSES-LE-CHATEAU,66600,SALSES-LE-CHATEAU,66,,,,987900560,96.02B
"Entretien corporel (spa, hammam...)",ISABELLE BARBAUT (BARBAUT) (CONNEXION DIVINE),2025-07-01,3 RUE OCTAVE MENGEL 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,988765806,96.04Z
"Entretien corporel (spa, hammam...)",KMS HEAD SPA,2025-06-30,441 RUE ARISTIDE BERGES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,988763900,96.04Z
Soins de beauté / esthétique,CHANSO,2025-06-16,9 RUE MIRABEAU 66750 SAINT-CYPRIEN,66750,SAINT-CYPRIEN,66,,,,945307270,96.02B
Soins de beauté / esthétique,VANESSA BOUZET (PIMP -UP-NAIL),2025-06-13,RES LES PIERRES DE JADE BTE 83 2 RUE VERDI 66750 SAINT-CYPRIEN,66750,SAINT-CYPRIEN,66,,,,988038089,96.02B
Soins de beauté / esthétique,CELIA AGARHIO,2025-06-12,32 AVENUE JEAN JAURES 66330 CABESTANY,66330,CABESTANY,66,,,,988376620,96.02B
Soins de beauté / esthétique,FADOUA OUBETTANE (FADOUACILS),2025-06-02,RESIDENCE LES LAURENTINES 29 RUE FERNAND GOT 66250 SAINT-LAURENT-DE-LA-SALANQUE,66250,SAINT-LAURENT-DE-LA-SALANQUE,66,,,,945259257,96.02B
Soins de beauté / esthétique,ANISSA EL IDRISSI (AA BEAUTY),2025-06-01,RDC 14 RUE ERNEST RENAN 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,944994276,96.02B
Soins de beauté / esthétique,EMMANUELLE JUMEL (EMMA'NAIL),2025-06-01,1 RUE DE LA LAVANDE 66240 SAINT-ESTEVE,66240,SAINT-ESTEVE,66,,,,989642194,96.02B
Soins de beauté / esthétique,PALM INSTITUTE,2025-05-22,MAS ROCA RUE JORDI CARBONELL I TRIES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,945152197,96.02B
Soins de beauté / esthétique,LILOU CATTOOR (L'ATELIER BEAUTE DE LILOU),2025-05-12,50 RUE JEAN CORVISART 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,944300193,96.02B
Coiffure,NAIAARON 2 (LE SALON DE LA PLAGE),2025-05-10,RESIDENCE L'ARMORIAL BOULEVARD DU CANIGOU 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,944410026,96.02A
Soins de beauté / esthétique,VANESSA ALCARAZ (ONGLES & INTENSE),2025-05-08,3 RUE DU SYRAH 66490 SAINT-JEAN-PLA-DE-CORTS,66490,SAINT-JEAN-PLA-DE-CORTS,66,,,,943255596,96.02B
Soins de beauté / esthétique,CAMILLE BARRAGUES (CB NAILS66),2025-05-05,1 RUE NEUVE 66470 SAINTE-MARIE-LA-MER,66470,SAINTE-MARIE-LA-MER,66,,,,942671058,96.02B
Coiffure,LUCY REGNIER,2025-05-01,19 RUE ROGER SABATIER 05000 GAP,05000,GAP,05,,,,943133744,96.02A
Soins de beauté / esthétique,AMELIE BELLU (REGARD DES ANGES),2025-05-01,1 B RUE ILE DE FRANCE 66140 CANET-EN-ROUSSILLON,66140,CANET-EN-ROUSSILLON,66,,,,943089763,96.02B
"Entretien corporel (spa, hammam...)",RAFAEL NUNEZ ESPINOSA (NUNEZ RAFAEL),2025-05-01,5 RUE MELCHIOR DURAND 66760 ENVEITG,66760,ENVEITG,66,,,,944639483,96.04Z
Coiffure,EVAN DELACOSTE (NEW COIFF),2025-04-23,26 AVENUE MARECHAL FOCH 66250 SAINT-LAURENT-DE-LA-SALANQUE,66250,SAINT-LAURENT-DE-LA-SALANQUE,66,,,,943802819,96.02A
Soins de beauté / esthétique,VIRGINIE CATHALA (NATUR-ELLE),2025-04-15,27 AVENUE DES COMTES DE CERDAGNE 66800 SAILLAGOUSE,66800,SAILLAGOUSE,66,,,,944670082,96.02B
"Entretien corporel (spa, hammam...)",AJ INSTITUT,2025-04-15,22 AVENUE DES EAUX-VIVES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,942410507,96.04Z
Coiffure,CHARLOTTE GALBES (DELEURENCE) (BELLE CHEZ SOI),2025-04-01,33 RUE MARCELIN ALBERT 66330 CABESTANY,66330,CABESTANY,66,,,,942756941,96.02A
Coiffure,IONA BERNIER (LUXEHAIRBEAUTY),2025-04-01,SAN MARTI 7 VIA APPIA 66160 LE BOULOU,66160,LE BOULOU,66,,,,942278482,96.02A
Soins de beauté / esthétique,INNA VOZNIUK,2025-04-01,6 B RUE LEO DELIBES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,941945909,96.02B
Soins de beauté / esthétique,ANNE-SOPHIE DANO (NISSIE.NAILS66),2025-04-01,1 AVENUE DU GENERAL DE GAULLE 66270 LE SOLER,66270,LE SOLER,66,,,,942133521,96.02B
Coiffure,CES COIFFURE (CES COIFF),2025-03-14,RUE DE LA POSTE 66680 CANOHES,66680,CANOHES,66,,,,942594052,96.02A
Soins de beauté / esthétique,MAENA RADONDY (NAILS.BYMAE),2025-03-12,7 RUE DU POUNTET-DE-BAGES 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,942157132,96.02B
Soins de beauté / esthétique,MORGANE MAROLANY (L'ECLAT SIGNATURE BY MORGANE),2025-03-10,RESIDENCE LES PEUPLIERS 2 BAT K 45 AVENUE EMILE ROUDAYRE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,941835803,96.02B
"Entretien corporel (spa, hammam...)",CENTRE MADERMA,2025-03-07,3 RUE DES ROITELETS 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,941746091,96.04Z
Soins de beauté / esthétique,MANDY MAS,2025-03-05,1500 CHEMIN DES ESTANYOLS 66380 PIA,66380,PIA,66,,,,941634933,96.02B
"Entretien corporel (spa, hammam...)",JEAN DRESSAYRE (O PTI COIN DE PARADIS),2025-03-04,RUE ANDRE CHOURAQUI 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,941585440,96.04Z
Coiffure,KATELINE SALERNO (KATELINE SALERNO),2025-03-03,RESIDENCE LE DAUPHIN 5 BOULEVARD ARISTIDE MAILLOL 66750 SAINT-CYPRIEN,66750,SAINT-CYPRIEN,66,,,,940714892,96.02A
Coiffure,DRISS EL KBIL (BARBER NOUH),2025-03-01,REZ DE CHAUSSEE 78 AVENUE MARECHAL JOFFRE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,940818271,96.02A
Soins de beauté / esthétique,PAOLA SIMON (POSITIVE SKIN),2025-03-01,1ER ETAGE 3 VOIE DES SOCIETES 66180 VILLENEUVE-DE-LA-RAHO,66180,VILLENEUVE-DE-LA-RAHO,66,,,,940563760,96.02B
"Entretien corporel (spa, hammam...)",XIN DONG FANG,2025-03-01,9 B COURS LAZARE ESCARGUEL 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,941683765,96.04Z
Coiffure,SIR,2025-02-26,1 AVENUE AMBROISE CROIZAT 66330 CABESTANY,66330,CABESTANY,66,,,,941396434,96.02A
Soins de beauté / esthétique,WSTUDIO,2025-02-19,TECNOSUD 2 5 ALLEE NOTOS 66100 PERPIGNAN,66100,PERPIGNAN,66,,,,941137242,96.02B
Soins de beauté / esthétique,HEAD SPA OSAKA,2025-02-17,13 BOULEVARD DES PYRENEES 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,941043267,96.02B
Soins de beauté / esthétique,LISA OMS-PEREZ (OMS) (O'LILI BEAUTY AND NAILS),2025-02-15,ROUTE JEAN CABALL 66400 CERET,66400,CERET,66,,,,940872518,96.02B
Soins de beauté / esthétique,ILONA BEAUDOIN (IILASH BEAUTY),2025-01-23,11 RUE PIERRE BAYLE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,939988267,96.02B
"Entretien corporel (spa, hammam...)",CELINE CHARLASSIER (CRISTAL DE JASPE),2025-01-20,ROUTE DE ST FELIU ARBRE D'EN CARRABI 66300 THUIR,66300,THUIR,66,,,,939792065,96.04Z
Soins de beauté / esthétique,I2G (EASY NAILS),2025-01-15,11 AVENUE DE FONDEYRE 31200 TOULOUSE,31200,TOULOUSE,31,,,,939468666,96.02B
Coiffure,OCEANE JUILLET (JUILLET) (SEVEN BEAUTY),2025-01-04,7 RUE DE LA LIBERATION 66270 LE SOLER,66270,LE SOLER,66,,,,941315731,96.02A
Soins de beauté / esthétique,BELLADERMA (BELLADERMA),2025-01-02,26 RUE SAINT FERREOL 66400 CERET,66400,CERET,66,,,,939226668,96.02B
"Entretien corporel (spa, hammam...)",ASTRID BLEZES,2025-01-02,2 RUE DU PONT ROMAIN 66110 AMELIE-LES-BAINS-PALALDA,66110,AMELIE-LES-BAINS-PALALDA,66,,,,938960796,96.04Z
Soins de beauté / esthétique,AROMATIC INSTITUT (AROMATIC INSTITUT),2025-01-01,4 RUE DU LAC 66170 SAINT-FELIU-D'AVALL,66170,SAINT-FELIU-D'AVALL,66,,,,933146086,96.02B
Soins de beauté / esthétique,MELISSA TOMAS (PINKIMILLY BEAUTY),2025-01-01,36 RUE DES FONTAINES 66380 PIA,66380,PIA,66,,,,938336633,96.02B
Soins de beauté / esthétique,MORGANE LOULOU (LOULOU) (MLLEBEAUTYNAILS),2025-01-01,11 RUE ANDRE VERGES 66600 ESPIRA-DE-L'AGLY,66600,ESPIRA-DE-L'AGLY,66,,,,938458635,96.02B
Soins de beauté / esthétique,SAMIA OUISSI (SOINBEAUTY),2025-01-01,7 RUE DE LAZERME 66410 VILLELONGUE-DE-LA-SALANQUE,66410,VILLELONGUE-DE-LA-SALANQUE,66,,,,938978764,96.02B
"Entretien corporel (spa, hammam...)",MELISSA LLOBERES,2025-01-01,36 RUE DU RENARD 66740 MONTESQUIEU-DES-ALBERES,66740,MONTESQUIEU-DES-ALBERES,66,,,,935086785,96.04Z
"Entretien corporel (spa, hammam...)",HOUDA YAAQOBI,2025-01-01,SALVADOR - RES CAP DE FRONT APPT 14 1 RUE DALI 66420 LE BARCARES,66420,LE BARCARES,66,,,,938075264,96.04Z
Soins de beauté / esthétique,MB4PRO,2024-12-16,577 RUE DES TAMARIS 30240 LE GRAU-DU-ROI,30240,LE GRAU-DU-ROI,30,,,,938742541,96.02B
Coiffure,MELGAR CUT (THE BARBER COMPANY),2024-12-03,21 RUE LOUIS BLANC 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,938799004,96.02A
Soins de beauté / esthétique,ISABELLE ISNARDON (LES ONGLES D'ISABEAU),2024-12-02,38 B RUE JOSEPH SEBASTIA PONS 66200 ELNE,66200,ELNE,66,,,,935393900,96.02B
Soins de beauté / esthétique,CARLA GAILLARD (SURANITI) (LITTLE MOON INSTITUT),2024-12-02,RESIDENCE LES CERISIERS APT 1117 2 AVENUE DES OLIVIERS 66430 BOMPAS,66430,BOMPAS,66,,,,934306234,96.02B
Coiffure,BARBER CHAK (BARBER CHAK),2024-12-01,18 BOULEVARD ARAGO 66600 RIVESALTES,66600,RIVESALTES,66,,,,941028227,96.02A
Soins de beauté / esthétique,FANNY BRIONES (TIKINAILS),2024-12-01,10 CARRER DE LA COMA 66130 BOULETERNERE,66130,BOULETERNERE,66,,,,938349610,96.02B
Soins de beauté / esthétique,FATIMA BENALI (BEAUTE EVASION),2024-11-27,RESIDENCE ELS SEGADORS 6 RUE DU CHATEAU DE BELLVER 66380 PIA,66380,PIA,66,,,,937906766,96.02B
Coiffure,DANA SARABANDO (BY DANAA66),2024-11-23,7 RUE DES MICOCOULIERS 66270 LE SOLER,66270,LE SOLER,66,,,,937876639,96.02A
"Entretien corporel (spa, hammam...)",SLIGHT,2024-11-13,18 RUE DU GRENACHE 66330 CABESTANY,66330,CABESTANY,66,,,,937760163,96.04Z
Soins de beauté / esthétique,FANNY MORISSET,2024-11-07,4 PLACE DE LA REPUBLIQUE 66560 ORTAFFA,66560,ORTAFFA,66,,,,934628942,96.02B
Soins de beauté / esthétique,LEA RIQUIER (MA GRIFFE),2024-11-05,7 CAMI DELS VIVERS 66170 MILLAS,66170,MILLAS,66,,,,935257444,96.02B
Coiffure,CELINE GILABERT (WOLFF) (CG COIFF' BY CELINE),2024-11-04,2 RUE YANN ARTHUS-BERTRAND 66680 CANOHES,66680,CANOHES,66,,,,934647959,96.02A
Coiffure,CAROLINE BERENGUER (BEAUTY HAIR),2024-11-01,LE HAMEAU DE CLAIRA 999 CHE RURAL 66530 CLAIRA,66530,CLAIRA,66,,,,934069915,96.02A
Soins de beauté / esthétique,MYLENE PASTOR (MYL' BEAUTY),2024-11-01,6 RUE DU MAS PROVEDO 66380 PIA,66380,PIA,66,,,,934647223,96.02B
Soins de beauté / esthétique,BEAUTE D'ORIENT (BEAUTE D'ORIENT),2024-11-01,6 B RUE PASCAL-MARIE AGASSE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,933348021,96.02B
"Entretien corporel (spa, hammam...)",MERIEM GHELAB (RIM EVASION),2024-11-01,APPARTEMENT H13 2 RUE YOURI GAGARINE 66140 CANET-EN-ROUSSILLON,66140,CANET-EN-ROUSSILLON,66,,,,934719162,96.04Z
Coiffure,SARA OUELD LAHCEN (IL & L CONCEPT),2024-10-31,38 AVENUE DE BELFORT 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,935360602,96.02A
Coiffure,SECRET BEAUTE,2024-10-21,CENTRE COMMERCE E LECLERC SUD AVENUE VICTOR DALBIEZ 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,934863887,96.02A
Soins de beauté / esthétique,MANON ROY (IVANAIL'S BEAUTY),2024-10-21,RESID DES 4 CAZALS BAT 11 APPT 02 11 RUE ROLAND GARROS 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,934424029,96.02B
Coiffure,LAURINE AUVERLOT (L'ART DU CHEVEUX),2024-10-14,PARC D'ACTIVITES SUD ROUSSILLON 10 RUE DU CAPCIR 66280 SALEILLES,66280,SALEILLES,66,,,,933731846,96.02A
Coiffure,LOUIS MUNOZ,2024-10-14,310 AVENUE MARECHAL JOFFRE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,933400194,96.02A
Soins de beauté / esthétique,JADE DA JUSTA (DA JUSTA) (MAISON BEAUTE),2024-10-07,12 IMPASSE DU CHATEAU 66690 SOREDE,66690,SOREDE,66,,,,933088189,96.02B
Coiffure,BASIRAT OMOLOLA (FOLARANMI) (COIFFEUSE A DOMICILE),2024-10-01,9 RUE DU CHATEAU 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,933178154,96.02A
Soins de beauté / esthétique,BLANDINE PRIVAS,2024-10-01,6 RUE DES GALAXIES 66450 POLLESTRES,66450,POLLESTRES,66,,,,932639149,96.02B
Soins de beauté / esthétique,MARJORIE SARTORI,2024-10-01,39 AVENUE DU GENERAL DE GAULLE 66320 VINCA,66320,VINCA,66,,,,933357337,96.02B
Coiffure,TMS SALGUES COIFFURE,2024-09-25,GALERIE COMMERCIALE INTERMARCHE AVENUE DE L'AEROPORT 66600 RIVESALTES,66600,RIVESALTES,66,,,,933482903,96.02A
Soins de beauté / esthétique,AURELIE MASSERON (NAILS BY LILIE),2024-09-24,RESIDENCE LES AMANDIERS APPARTEMENT 20 5 RUE DES GRENADIERS 66430 BOMPAS,66430,BOMPAS,66,,,,933083255,96.02B
Coiffure,LESLIE RUSTER (DOZIT),2024-09-15,3 AVENUE PABLO CASALS 66450 POLLESTRES,66450,POLLESTRES,66,,,,932439391,96.02A
Coiffure,THE BIG MIFF BARBER,2024-09-10,4 AVENUE DU STADE 66380 PIA,66380,PIA,66,,,,932345010,96.02A
Coiffure,YSCT (YASCUT),2024-09-09,24 AVENUE DU GENERAL GUILLAUT 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,932972458,96.02A
"Entretien corporel (spa, hammam...)",FLAVIE DOS SANTOS,2024-09-03,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],CABESTANY,66,,,,934490640,96.04Z
Soins de beauté / esthétique,LMC SECRET,2024-08-27,13 AVENUE DES HAUTS DE CANET 66140 CANET-EN-ROUSSILLON,66140,CANET-EN-ROUSSILLON,66,,,,932748361,96.02B
Soins de beauté / esthétique,KASSANDRA RONDOLE,2024-08-08,8 RUE DES CHATAIGNIERS 66270 LE SOLER,66270,LE SOLER,66,,,,931890826,96.02B
Coiffure,GREGORY RIBES (GREG BARBER),2024-08-02,BT D APT 166 14 ROUTE DE PERPIGNAN 66240 SAINT-ESTEVE,66240,SAINT-ESTEVE,66,,,,931958557,96.02A
Soins de beauté / esthétique,INAS BELACHKAR,2024-08-01,1 B RUE PIERRE-JEAN DE BERANGER 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,931532378,96.02B
Coiffure,SYMPA'TIFS,2024-07-25,70 RUE NATIONALE 66200 ELNE,66200,ELNE,66,,,,929279370,96.02A
Soins de beauté / esthétique,THAI PHAM (COCO NAILS),2024-07-22,65 AVENUE DU ROUSSILLON 66750 SAINT-CYPRIEN,66750,SAINT-CYPRIEN,66,,,,931289151,96.02B
Soins de beauté / esthétique,CENTRE CAPILLAIRE FOR HAIR LOSS,2024-07-12,FONT DEL CASTEILL 66600 OPOUL-PERILLOS,66600,OPOUL-PERILLOS,66,,,,931079297,96.02B
